Timestamp,Magnitude,Frequency,WaveType,SimulatedMagnitude
2025-06-20 11:59:04.346,1.0000,5.35,Surface,7.00
2025-06-20 11:59:04.377,1.0000,5.35,Surface,7.00
2025-06-20 11:59:04.393,1.0000,5.35,Surface,7.00
2025-06-20 11:59:04.408,1.0000,5.35,Surface,7.00
2025-06-20 11:59:04.439,1.0000,5.35,Surface,7.00
2025-06-20 11:59:04.455,1.0000,5.35,Surface,7.00
2025-06-20 11:59:04.486,1.0000,5.35,Surface,7.00
2025-06-20 11:59:04.502,1.0000,5.35,Surface,7.00
2025-06-20 11:59:04.518,1.0000,5.35,Surface,7.00
2025-06-20 11:59:04.549,1.0000,5.35,Surface,7.00
2025-06-20 11:59:04.564,1.0000,5.35,Surface,7.00
2025-06-20 11:59:04.596,1.0000,5.35,Surface,7.00
2025-06-20 11:59:04.620,1.0000,5.35,Surface,7.00
2025-06-20 11:59:04.635,1.0000,5.35,Surface,7.00
2025-06-20 11:59:04.666,1.0000,5.35,Surface,7.00
2025-06-20 11:59:04.682,1.0000,5.35,Surface,7.00
2025-06-20 11:59:04.714,1.0000,5.35,Surface,7.00
2025-06-20 11:59:04.729,1.0000,5.35,Surface,7.00
2025-06-20 11:59:04.744,1.0000,5.35,Surface,7.00
2025-06-20 11:59:04.776,1.0000,5.35,Surface,7.00
2025-06-20 11:59:04.791,1.0000,5.35,Surface,7.00
2025-06-20 11:59:04.817,1.0000,5.35,Surface,7.00
2025-06-20 11:59:04.833,1.0000,5.35,Surface,7.00
2025-06-20 11:59:04.873,1.0000,5.35,Surface,7.00
2025-06-20 11:59:04.888,1.0000,5.35,Surface,7.00
2025-06-20 11:59:04.904,1.0000,5.35,Surface,7.00
2025-06-20 11:59:04.935,1.0000,5.35,Surface,7.00
2025-06-20 11:59:04.951,1.0000,5.35,Surface,7.00
2025-06-20 11:59:04.991,1.0000,5.35,Surface,7.00
2025-06-20 11:59:05.007,1.0000,5.35,Surface,7.00
2025-06-20 11:59:05.033,1.0000,5.35,Surface,7.00
2025-06-20 11:59:05.048,1.0000,5.35,Surface,7.00
2025-06-20 11:59:05.064,1.0000,5.35,Surface,7.00
2025-06-20 11:59:05.095,1.0000,5.35,Surface,7.00
2025-06-20 11:59:05.110,1.0000,5.35,Surface,7.00
2025-06-20 11:59:05.134,1.0000,5.35,Surface,7.00
2025-06-20 11:59:05.151,1.0000,5.35,Surface,7.00
2025-06-20 11:59:05.181,1.0000,5.35,Surface,7.00
2025-06-20 11:59:05.197,1.0000,5.35,Surface,7.00
2025-06-20 11:59:05.228,1.0000,5.35,Surface,7.00
2025-06-20 11:59:05.243,1.0000,5.35,Surface,7.00
2025-06-20 11:59:05.275,1.0000,5.35,Surface,7.00
2025-06-20 11:59:05.290,1.0000,5.35,Surface,7.00
2025-06-20 11:59:05.316,1.0000,5.35,Surface,7.00
2025-06-20 11:59:05.340,1.0000,5.35,Surface,7.00
2025-06-20 11:59:05.356,1.0000,5.35,Surface,7.00
2025-06-20 11:59:05.380,1.0000,5.35,Surface,7.00
2025-06-20 11:59:05.411,1.0000,5.35,Surface,7.00
2025-06-20 11:59:05.426,1.0000,5.35,Surface,7.00
2025-06-20 11:59:05.458,1.0000,5.35,Surface,7.00
2025-06-20 11:59:05.474,1.0000,5.35,Surface,7.00
2025-06-20 11:59:05.489,1.0000,5.35,Surface,7.00
2025-06-20 11:59:05.520,1.0000,5.35,Surface,7.00
2025-06-20 11:59:05.536,1.0000,5.35,Surface,7.00
2025-06-20 11:59:05.567,1.0000,5.35,Surface,7.00
2025-06-20 11:59:05.582,1.0000,5.35,Surface,7.00
2025-06-20 11:59:05.614,1.0000,5.35,Surface,7.00
2025-06-20 11:59:05.630,1.0000,5.35,Surface,7.00
2025-06-20 11:59:05.652,1.0000,5.35,Surface,7.00
2025-06-20 11:59:05.683,1.0000,5.35,Surface,7.00
2025-06-20 11:59:05.699,1.0000,5.35,Surface,7.00
2025-06-20 11:59:05.715,1.0000,5.35,Surface,7.00
2025-06-20 11:59:05.746,1.0000,5.35,Surface,7.00
2025-06-20 11:59:05.761,1.0000,5.35,Surface,7.00
2025-06-20 11:59:05.792,1.0000,5.35,Surface,7.00
2025-06-20 11:59:05.808,1.0000,5.35,Surface,7.00
2025-06-20 11:59:05.826,1.0000,5.35,Surface,7.00
2025-06-20 11:59:05.858,1.0000,5.35,Surface,7.00
2025-06-20 11:59:05.874,1.0000,5.35,Surface,7.00
2025-06-20 11:59:05.905,1.0000,5.35,Surface,7.00
2025-06-20 11:59:05.921,1.0000,5.35,Surface,7.00
2025-06-20 11:59:05.952,1.0000,5.35,Surface,7.00
2025-06-20 11:59:05.968,1.0000,5.35,Surface,7.00
2025-06-20 11:59:05.999,1.0000,5.35,Surface,7.00
2025-06-20 11:59:06.026,1.0000,5.35,Surface,7.00
2025-06-20 11:59:06.041,1.0000,5.35,Surface,7.00
2025-06-20 11:59:06.056,1.0000,5.35,Surface,7.00
2025-06-20 11:59:06.088,1.0000,5.35,Surface,7.00
2025-06-20 11:59:06.103,1.0000,5.35,Surface,7.00
2025-06-20 11:59:06.119,1.0000,5.35,Surface,7.00
2025-06-20 11:59:06.150,1.0000,5.35,Surface,7.00
2025-06-20 11:59:06.172,1.0000,5.35,Surface,7.00
2025-06-20 11:59:06.188,1.0000,5.35,Surface,7.00
2025-06-20 11:59:06.219,1.0000,5.35,Surface,7.00
2025-06-20 11:59:06.234,1.0000,5.35,Surface,7.00
2025-06-20 11:59:06.266,1.0000,5.35,Surface,7.00
2025-06-20 11:59:06.281,1.0000,5.35,Surface,7.00
2025-06-20 11:59:06.312,1.0000,5.35,Surface,7.00
2025-06-20 11:59:06.322,1.0000,5.35,Surface,7.00
2025-06-20 11:59:06.355,1.0000,5.35,Surface,7.00
2025-06-20 11:59:06.378,1.0000,5.35,Surface,7.00
2025-06-20 11:59:06.394,1.0000,5.35,Surface,7.00
2025-06-20 11:59:06.425,1.0000,5.35,Surface,7.00
2025-06-20 11:59:06.440,1.0000,5.35,Surface,7.00
2025-06-20 11:59:06.456,1.0000,5.35,Surface,7.00
2025-06-20 11:59:06.488,1.0000,5.35,Surface,7.00
2025-06-20 11:59:06.503,1.0000,5.35,Surface,7.00
2025-06-20 11:59:06.535,1.0000,5.35,Surface,7.00
2025-06-20 11:59:06.550,1.0000,5.35,Surface,7.00
2025-06-20 11:59:06.581,1.0000,5.35,Surface,7.00
2025-06-20 11:59:06.597,1.0000,5.35,Surface,7.00
2025-06-20 11:59:06.629,1.0000,5.35,Surface,7.00
2025-06-20 11:59:06.644,1.0000,5.35,Surface,7.00
2025-06-20 11:59:06.684,1.0000,5.35,Surface,7.00
2025-06-20 11:59:06.688,1.0000,5.35,Surface,7.00
2025-06-20 11:59:06.715,1.0000,5.35,Surface,7.00
2025-06-20 11:59:06.731,1.0000,5.35,Surface,7.00
2025-06-20 11:59:06.762,1.0000,5.35,Surface,7.00
2025-06-20 11:59:06.777,1.0000,5.35,Surface,7.00
2025-06-20 11:59:06.809,1.0000,5.35,Surface,7.00
2025-06-20 11:59:06.824,1.0000,5.35,Surface,7.00
2025-06-20 11:59:06.850,1.0000,5.35,Surface,7.00
2025-06-20 11:59:06.866,1.0000,5.35,Surface,7.00
2025-06-20 11:59:06.890,1.0000,5.35,Surface,7.00
2025-06-20 11:59:06.921,1.0000,5.35,Surface,7.00
2025-06-20 11:59:06.937,1.0000,5.35,Surface,7.00
2025-06-20 11:59:06.952,1.0000,5.35,Surface,7.00
2025-06-20 11:59:06.984,1.0000,5.35,Surface,7.00
2025-06-20 11:59:06.999,1.0000,5.35,Surface,7.00
2025-06-20 11:59:07.030,1.0000,5.35,Surface,7.00
2025-06-20 11:59:07.057,1.0000,5.35,Surface,7.00
2025-06-20 11:59:07.073,1.0000,5.35,Surface,7.00
2025-06-20 11:59:07.088,1.0000,5.35,Surface,7.00
2025-06-20 11:59:07.120,1.0000,5.35,Surface,7.00
2025-06-20 11:59:07.135,1.0000,5.35,Surface,7.00
2025-06-20 11:59:07.166,1.0000,5.35,Surface,7.00
2025-06-20 11:59:07.182,1.0000,5.35,Surface,7.00
2025-06-20 11:59:07.203,1.0000,5.35,Surface,7.00
2025-06-20 11:59:07.234,1.0000,5.35,Surface,7.00
2025-06-20 11:59:07.250,1.0000,5.35,Surface,7.00
2025-06-20 11:59:07.282,1.0000,5.35,Surface,7.00
2025-06-20 11:59:07.297,1.0000,5.35,Surface,7.00
2025-06-20 11:59:07.313,1.0000,5.35,Surface,7.00
2025-06-20 11:59:07.339,1.0000,5.35,Surface,7.00
2025-06-20 11:59:07.371,1.0000,5.35,Surface,7.00
2025-06-20 11:59:07.394,1.0000,5.35,Surface,7.00
2025-06-20 11:59:07.410,1.0000,5.35,Surface,7.00
2025-06-20 11:59:07.441,1.0000,5.35,Surface,7.00
2025-06-20 11:59:07.457,1.0000,5.35,Surface,7.00
2025-06-20 11:59:07.472,1.0000,5.35,Surface,7.00
2025-06-20 11:59:07.504,1.0000,5.35,Surface,7.00
2025-06-20 11:59:07.520,1.0000,5.35,Surface,7.00
2025-06-20 11:59:07.551,1.0000,5.35,Surface,7.00
2025-06-20 11:59:07.566,1.0000,5.35,Surface,7.00
2025-06-20 11:59:07.582,1.0000,5.35,Surface,7.00
2025-06-20 11:59:07.613,1.0000,5.35,Surface,7.00
2025-06-20 11:59:07.628,1.0000,5.35,Surface,7.00
2025-06-20 11:59:07.660,1.0000,5.35,Surface,7.00
2025-06-20 11:59:07.675,1.0000,5.35,Surface,7.00
2025-06-20 11:59:07.712,1.0000,5.35,Surface,7.00
2025-06-20 11:59:07.728,1.0000,5.35,Surface,7.00
2025-06-20 11:59:07.744,1.0000,5.35,Surface,7.00
2025-06-20 11:59:07.775,1.0000,5.35,Surface,7.00
2025-06-20 11:59:07.791,1.0000,5.35,Surface,7.00
2025-06-20 11:59:07.827,1.0000,5.35,Surface,7.00
2025-06-20 11:59:07.843,1.0000,5.35,Surface,7.00
2025-06-20 11:59:07.853,1.0000,5.35,Surface,7.00
2025-06-20 11:59:07.886,1.0000,5.35,Surface,7.00
2025-06-20 11:59:07.909,1.0000,5.35,Surface,7.00
2025-06-20 11:59:07.925,1.0000,5.35,Surface,7.00
2025-06-20 11:59:07.956,1.0000,5.35,Surface,7.00
2025-06-20 11:59:07.998,1.0000,5.35,Surface,7.00
2025-06-20 11:59:08.004,1.0000,5.35,Surface,7.00
2025-06-20 11:59:08.018,1.0000,5.35,Surface,7.00
2025-06-20 11:59:08.044,1.0000,5.35,Surface,7.00
2025-06-20 11:59:08.064,1.0000,5.35,Surface,7.00
2025-06-20 11:59:08.085,1.0000,5.35,Surface,7.00
2025-06-20 11:59:08.116,1.0000,5.35,Surface,7.00
2025-06-20 11:59:08.133,1.0000,5.35,Surface,7.00
2025-06-20 11:59:08.147,1.0000,5.35,Surface,7.00
2025-06-20 11:59:08.178,1.0000,5.35,Surface,7.00
2025-06-20 11:59:08.194,1.0000,5.35,Surface,7.00
2025-06-20 11:59:08.231,1.0000,5.35,Surface,7.00
2025-06-20 11:59:08.247,1.0000,5.35,Surface,7.00
2025-06-20 11:59:08.263,1.0000,5.35,Surface,7.00
2025-06-20 11:59:08.293,1.0000,5.35,Surface,7.00
2025-06-20 11:59:08.309,1.0000,5.35,Surface,7.00
2025-06-20 11:59:08.340,1.0000,5.35,Surface,7.00
2025-06-20 11:59:08.356,1.0000,5.35,Surface,7.00
2025-06-20 11:59:08.374,1.0000,5.35,Surface,7.00
2025-06-20 11:59:08.406,1.0000,5.35,Surface,7.00
2025-06-20 11:59:08.430,1.0000,5.35,Surface,7.00
2025-06-20 11:59:08.445,1.0000,5.35,Surface,7.00
2025-06-20 11:59:08.476,1.0000,5.35,Surface,7.00
2025-06-20 11:59:08.492,1.0000,5.35,Surface,7.00
2025-06-20 11:59:08.508,1.0000,5.35,Surface,7.00
2025-06-20 11:59:08.539,1.0000,5.35,Surface,7.00
2025-06-20 11:59:08.555,1.0000,5.35,Surface,7.00
2025-06-20 11:59:08.586,1.0000,5.35,Surface,7.00
2025-06-20 11:59:08.601,1.0000,5.35,Surface,7.00
2025-06-20 11:59:08.633,1.0000,5.35,Surface,7.00
2025-06-20 11:59:08.648,1.0000,5.35,Surface,7.00
2025-06-20 11:59:08.679,1.0000,5.35,Surface,7.00
2025-06-20 11:59:08.695,1.0000,5.35,Surface,7.00
2025-06-20 11:59:08.726,1.0000,5.35,Surface,7.00
2025-06-20 11:59:08.748,1.0000,5.35,Surface,7.00
2025-06-20 11:59:08.764,1.0000,5.35,Surface,7.00
2025-06-20 11:59:08.780,1.0000,5.35,Surface,7.00
2025-06-20 11:59:08.810,1.0000,5.35,Surface,7.00
2025-06-20 11:59:08.826,1.0000,5.35,Surface,7.00
2025-06-20 11:59:08.857,1.0000,5.35,Surface,7.00
2025-06-20 11:59:08.875,1.0000,5.35,Surface,7.00
2025-06-20 11:59:08.899,1.0000,5.35,Surface,7.00
2025-06-20 11:59:08.923,1.0000,5.35,Surface,7.00
2025-06-20 11:59:08.939,1.0000,5.35,Surface,7.00
2025-06-20 11:59:08.970,1.0000,5.35,Surface,7.00
2025-06-20 11:59:08.986,1.0000,5.35,Surface,7.00
2025-06-20 11:59:09.017,1.0000,5.35,Surface,7.00
2025-06-20 11:59:09.033,1.0000,5.35,Surface,7.00
2025-06-20 11:59:09.048,1.0000,5.35,Surface,7.00
2025-06-20 11:59:09.079,1.0000,5.35,Surface,7.00
2025-06-20 11:59:09.104,1.0000,5.35,Surface,7.00
2025-06-20 11:59:09.120,1.0000,5.35,Surface,7.00
2025-06-20 11:59:09.151,1.0000,5.35,Surface,7.00
2025-06-20 11:59:09.167,1.0000,5.35,Surface,7.00
2025-06-20 11:59:09.198,1.0000,5.35,Surface,7.00
2025-06-20 11:59:09.214,1.0000,5.35,Surface,7.00
2025-06-20 11:59:09.229,1.0000,5.35,Surface,7.00
2025-06-20 11:59:09.266,1.0000,5.35,Surface,7.00
2025-06-20 11:59:09.282,1.0000,5.35,Surface,7.00
2025-06-20 11:59:09.297,1.0000,5.35,Surface,7.00
2025-06-20 11:59:09.329,1.0000,5.35,Surface,7.00
2025-06-20 11:59:09.344,1.0000,5.35,Surface,7.00
2025-06-20 11:59:09.378,1.0000,5.35,Surface,7.00
2025-06-20 11:59:09.394,1.0000,5.35,Surface,7.00
2025-06-20 11:59:09.410,1.0000,5.35,Surface,7.00
2025-06-20 11:59:09.442,1.0000,5.35,Surface,7.00
2025-06-20 11:59:09.457,1.0000,5.35,Surface,7.00
2025-06-20 11:59:09.488,1.0000,5.35,Surface,7.00
2025-06-20 11:59:09.504,1.0000,5.35,Surface,7.00
2025-06-20 11:59:09.535,1.0000,5.35,Surface,7.00
2025-06-20 11:59:09.550,1.0000,5.35,Surface,7.00
2025-06-20 11:59:09.582,1.0000,5.35,Surface,7.00
2025-06-20 11:59:09.597,1.0000,5.35,Surface,7.00
2025-06-20 11:59:09.613,1.0000,5.35,Surface,7.00
2025-06-20 11:59:09.644,1.0000,5.35,Surface,7.00
2025-06-20 11:59:09.660,1.0000,5.35,Surface,7.00
2025-06-20 11:59:09.691,1.0000,5.35,Surface,7.00
2025-06-20 11:59:09.707,1.0000,5.35,Surface,7.00
2025-06-20 11:59:09.738,1.0000,5.35,Surface,7.00
2025-06-20 11:59:09.754,1.0000,5.35,Surface,7.00
2025-06-20 11:59:09.776,1.0000,5.35,Surface,7.00
2025-06-20 11:59:09.806,1.0000,5.35,Surface,7.00
2025-06-20 11:59:09.822,1.0000,5.35,Surface,7.00
2025-06-20 11:59:09.853,1.0000,5.35,Surface,7.00
2025-06-20 11:59:09.869,1.0000,5.35,Surface,7.00
2025-06-20 11:59:09.895,1.0000,5.35,Surface,7.00
2025-06-20 11:59:09.911,1.0000,5.35,Surface,7.00
2025-06-20 11:59:09.942,1.0000,5.35,Surface,7.00
2025-06-20 11:59:09.958,1.0000,5.35,Surface,7.00
2025-06-20 11:59:09.974,1.0000,5.35,Surface,7.00
2025-06-20 11:59:10.005,1.0000,5.35,Surface,7.00
2025-06-20 11:59:10.021,1.0000,5.35,Surface,7.00
2025-06-20 11:59:10.052,1.0000,5.35,Surface,7.00
2025-06-20 11:59:10.067,1.0000,5.35,Surface,7.00
2025-06-20 11:59:10.099,1.0000,5.35,Surface,7.00
2025-06-20 11:59:10.114,1.0000,5.35,Surface,7.00
2025-06-20 11:59:10.139,1.0000,5.35,Surface,7.00
2025-06-20 11:59:10.155,1.0000,5.35,Surface,7.00
2025-06-20 11:59:10.186,1.0000,5.35,Surface,7.00
2025-06-20 11:59:10.202,1.0000,5.35,Surface,7.00
2025-06-20 11:59:10.233,1.0000,5.35,Surface,7.00
2025-06-20 11:59:10.249,1.0000,5.35,Surface,7.00
2025-06-20 11:59:10.264,1.0000,5.35,Surface,7.00
2025-06-20 11:59:10.301,1.0000,5.35,Surface,7.00
2025-06-20 11:59:10.317,1.0000,5.35,Surface,7.00
2025-06-20 11:59:10.348,1.0000,5.35,Surface,7.00
2025-06-20 11:59:10.363,1.0000,5.35,Surface,7.00
2025-06-20 11:59:10.379,1.0000,5.35,Surface,7.00
2025-06-20 11:59:10.405,1.0000,5.35,Surface,7.00
2025-06-20 11:59:10.445,1.0000,5.35,Surface,7.00
2025-06-20 11:59:10.448,1.0000,5.35,Surface,7.00
2025-06-20 11:59:10.476,1.0000,5.35,Surface,7.00
2025-06-20 11:59:10.492,1.0000,5.35,Surface,7.00
2025-06-20 11:59:10.523,1.0000,5.35,Surface,7.00
2025-06-20 11:59:10.539,1.0000,5.35,Surface,7.00
2025-06-20 11:59:10.570,1.0000,5.35,Surface,7.00
2025-06-20 11:59:10.585,1.0000,5.35,Surface,7.00
2025-06-20 11:59:10.617,1.0000,5.35,Surface,7.00
2025-06-20 11:59:10.632,1.0000,5.35,Surface,7.00
2025-06-20 11:59:10.664,1.0000,5.35,Surface,7.00
2025-06-20 11:59:10.679,1.0000,5.35,Surface,7.00
2025-06-20 11:59:10.695,1.0000,5.35,Surface,7.00
2025-06-20 11:59:10.726,1.0000,5.35,Surface,7.00
2025-06-20 11:59:10.742,1.0000,5.35,Surface,7.00
2025-06-20 11:59:10.773,1.0000,5.35,Surface,7.00
2025-06-20 11:59:10.795,1.0000,5.35,Surface,7.00
2025-06-20 11:59:10.810,1.0000,5.35,Surface,7.00
2025-06-20 11:59:10.841,1.0000,5.35,Surface,7.00
2025-06-20 11:59:10.857,1.0000,5.35,Surface,7.00
2025-06-20 11:59:10.888,1.0000,5.35,Surface,7.00
2025-06-20 11:59:10.906,1.0000,5.35,Surface,7.00
2025-06-20 11:59:10.922,1.0000,5.35,Surface,7.00
2025-06-20 11:59:10.962,1.0000,5.35,Surface,7.00
2025-06-20 11:59:10.977,1.0000,5.35,Surface,7.00
2025-06-20 11:59:10.993,1.0000,5.35,Surface,7.00
2025-06-20 11:59:11.024,1.0000,5.35,Surface,7.00
2025-06-20 11:59:11.050,1.0000,5.35,Surface,7.00
2025-06-20 11:59:11.066,1.0000,5.35,Surface,7.00
2025-06-20 11:59:11.081,1.0000,5.35,Surface,7.00
2025-06-20 11:59:11.113,1.0000,5.35,Surface,7.00
2025-06-20 11:59:11.128,1.0000,5.35,Surface,7.00
2025-06-20 11:59:11.168,1.0000,5.35,Surface,7.00
2025-06-20 11:59:11.172,1.0000,5.35,Surface,7.00
2025-06-20 11:59:11.199,1.0000,5.35,Surface,7.00
2025-06-20 11:59:11.215,1.0000,5.35,Surface,7.00
2025-06-20 11:59:11.246,1.0000,5.35,Surface,7.00
2025-06-20 11:59:11.262,1.0000,5.35,Surface,7.00
2025-06-20 11:59:11.293,1.0000,5.35,Surface,7.00
2025-06-20 11:59:11.317,1.0000,5.35,Surface,7.00
2025-06-20 11:59:11.334,1.0000,5.35,Surface,7.00
2025-06-20 11:59:11.350,1.0000,5.35,Surface,7.00
2025-06-20 11:59:11.380,1.0000,5.35,Surface,7.00
2025-06-20 11:59:11.402,1.0000,5.35,Surface,7.00
2025-06-20 11:59:11.426,1.0000,5.35,Surface,7.00
2025-06-20 11:59:11.447,1.0000,5.35,Surface,7.00
2025-06-20 11:59:11.463,1.0000,5.35,Surface,7.00
2025-06-20 11:59:11.494,1.0000,5.35,Surface,7.00
2025-06-20 11:59:11.510,1.0000,5.35,Surface,7.00
2025-06-20 11:59:11.525,1.0000,5.35,Surface,7.00
2025-06-20 11:59:11.557,1.0000,5.35,Surface,7.00
2025-06-20 11:59:11.572,1.0000,5.35,Surface,7.00
2025-06-20 11:59:11.604,1.0000,5.35,Surface,7.00
2025-06-20 11:59:11.619,1.0000,5.35,Surface,7.00
2025-06-20 11:59:11.651,1.0000,5.35,Surface,7.00
2025-06-20 11:59:11.667,1.0000,5.35,Surface,7.00
2025-06-20 11:59:11.697,1.0000,5.35,Surface,7.00
2025-06-20 11:59:11.713,1.0000,5.35,Surface,7.00
2025-06-20 11:59:11.744,1.0000,5.35,Surface,7.00
2025-06-20 11:59:11.760,1.0000,5.35,Surface,7.00
2025-06-20 11:59:11.775,1.0000,5.35,Surface,7.00
2025-06-20 11:59:11.807,1.0000,5.35,Surface,7.00
2025-06-20 11:59:11.830,1.0000,5.35,Surface,7.00
2025-06-20 11:59:11.851,1.0000,5.35,Surface,7.00
2025-06-20 11:59:11.866,1.0000,5.35,Surface,7.00
2025-06-20 11:59:11.898,1.0000,5.35,Surface,7.00
2025-06-20 11:59:11.913,1.0000,5.35,Surface,7.00
2025-06-20 11:59:11.931,1.0000,5.35,Surface,7.00
2025-06-20 11:59:11.963,1.0000,5.35,Surface,7.00
2025-06-20 11:59:11.979,1.0000,5.35,Surface,7.00
2025-06-20 11:59:12.010,1.0000,5.35,Surface,7.00
2025-06-20 11:59:12.026,1.0000,5.35,Surface,7.00
2025-06-20 11:59:12.057,1.0000,5.35,Surface,7.00
2025-06-20 11:59:12.073,1.0000,5.35,Surface,7.00
2025-06-20 11:59:12.104,1.0000,5.35,Surface,7.00
2025-06-20 11:59:12.120,1.0000,5.35,Surface,7.00
2025-06-20 11:59:12.151,1.0000,5.35,Surface,7.00
2025-06-20 11:59:12.166,1.0000,5.35,Surface,7.00
2025-06-20 11:59:12.182,1.0000,5.35,Surface,7.00
2025-06-20 11:59:12.207,1.0000,5.35,Surface,7.00
2025-06-20 11:59:12.238,1.0000,5.35,Surface,7.00
2025-06-20 11:59:12.254,1.0000,5.35,Surface,7.00
2025-06-20 11:59:12.285,1.0000,5.35,Surface,7.00
2025-06-20 11:59:12.300,1.0000,5.35,Surface,7.00
2025-06-20 11:59:12.317,1.0000,5.35,Surface,7.00
2025-06-20 11:59:12.339,1.0000,5.35,Surface,7.00
2025-06-20 11:59:12.370,1.0000,5.35,Surface,7.00
2025-06-20 11:59:12.385,1.0000,5.35,Surface,7.00
2025-06-20 11:59:12.417,1.0000,5.35,Surface,7.00
2025-06-20 11:59:12.427,1.0000,5.35,Surface,7.00
2025-06-20 11:59:12.459,1.0000,5.35,Surface,7.00
2025-06-20 11:59:12.475,1.0000,5.35,Surface,7.00
2025-06-20 11:59:12.506,1.0000,5.35,Surface,7.00
2025-06-20 11:59:12.522,1.0000,5.35,Surface,7.00
2025-06-20 11:59:12.553,1.0000,5.35,Surface,7.00
2025-06-20 11:59:12.568,1.0000,5.35,Surface,7.00
2025-06-20 11:59:12.600,1.0000,5.35,Surface,7.00
2025-06-20 11:59:12.615,1.0000,5.35,Surface,7.00
2025-06-20 11:59:12.647,1.0000,5.35,Surface,7.00
2025-06-20 11:59:12.662,1.0000,5.35,Surface,7.00
2025-06-20 11:59:12.678,1.0000,5.35,Surface,7.00
2025-06-20 11:59:12.709,1.0000,5.35,Surface,7.00
2025-06-20 11:59:12.724,1.0000,5.35,Surface,7.00
2025-06-20 11:59:12.756,1.0000,5.35,Surface,7.00
2025-06-20 11:59:12.772,1.0000,5.35,Surface,7.00
2025-06-20 11:59:12.788,1.0000,5.35,Surface,7.00
2025-06-20 11:59:12.818,1.0000,5.35,Surface,7.00
2025-06-20 11:59:12.834,1.0000,5.35,Surface,7.00
2025-06-20 11:59:12.872,1.0000,5.35,Surface,7.00
2025-06-20 11:59:12.888,1.0000,5.35,Surface,7.00
2025-06-20 11:59:12.903,1.0000,5.35,Surface,7.00
2025-06-20 11:59:12.929,1.0000,5.35,Surface,7.00
2025-06-20 11:59:12.953,1.0000,5.35,Surface,7.00
2025-06-20 11:59:12.969,1.0000,5.35,Surface,7.00
2025-06-20 11:59:12.992,1.0000,5.35,Surface,7.00
2025-06-20 11:59:13.024,1.0000,5.35,Surface,7.00
2025-06-20 11:59:13.039,1.0000,5.35,Surface,7.00
2025-06-20 11:59:13.070,1.0000,5.35,Surface,7.00
2025-06-20 11:59:13.086,1.0000,5.35,Surface,7.00
2025-06-20 11:59:13.117,1.0000,5.35,Surface,7.00
2025-06-20 11:59:13.133,1.0000,5.35,Surface,7.00
2025-06-20 11:59:13.149,1.0000,5.35,Surface,7.00
2025-06-20 11:59:13.180,1.0000,5.35,Surface,7.00
2025-06-20 11:59:13.195,1.0000,5.35,Surface,7.00
2025-06-20 11:59:13.237,1.0000,5.35,Surface,7.00
2025-06-20 11:59:13.253,1.0000,5.35,Surface,7.00
2025-06-20 11:59:13.268,1.0000,5.35,Surface,7.00
2025-06-20 11:59:13.284,1.0000,5.35,Surface,7.00
2025-06-20 11:59:13.316,1.0000,5.35,Surface,7.00
2025-06-20 11:59:13.331,1.0000,5.35,Surface,7.00
2025-06-20 11:59:13.368,1.0000,5.35,Surface,7.00
2025-06-20 11:59:13.383,1.0000,5.35,Surface,7.00
2025-06-20 11:59:13.399,1.0000,5.35,Surface,7.00
2025-06-20 11:59:13.430,1.0000,5.35,Surface,7.00
2025-06-20 11:59:13.445,1.0000,5.35,Surface,7.00
2025-06-20 11:59:13.477,1.0000,5.35,Surface,7.00
2025-06-20 11:59:13.492,1.0000,5.35,Surface,7.00
2025-06-20 11:59:13.508,1.0000,5.35,Surface,7.00
2025-06-20 11:59:13.539,1.0000,5.35,Surface,7.00
2025-06-20 11:59:13.555,1.0000,5.35,Surface,7.00
2025-06-20 11:59:13.586,1.0000,5.35,Surface,7.00
2025-06-20 11:59:13.602,1.0000,5.35,Surface,7.00
2025-06-20 11:59:13.633,1.0000,5.35,Surface,7.00
2025-06-20 11:59:13.648,1.0000,5.35,Surface,7.00
2025-06-20 11:59:13.680,1.0000,5.35,Surface,7.00
2025-06-20 11:59:13.695,1.0000,5.35,Surface,7.00
2025-06-20 11:59:13.727,1.0000,5.35,Surface,7.00
2025-06-20 11:59:13.742,1.0000,5.35,Surface,7.00
2025-06-20 11:59:13.758,1.0000,5.35,Surface,7.00
2025-06-20 11:59:13.789,1.0000,5.35,Surface,7.00
2025-06-20 11:59:13.805,1.0000,5.35,Surface,7.00
2025-06-20 11:59:13.836,1.0000,5.35,Surface,7.00
2025-06-20 11:59:13.852,1.0000,5.35,Surface,7.00
2025-06-20 11:59:13.890,1.0000,5.35,Surface,7.00
2025-06-20 11:59:13.905,1.0000,5.35,Surface,7.00
2025-06-20 11:59:13.920,1.0000,5.35,Surface,7.00
2025-06-20 11:59:13.946,1.0000,5.35,Surface,7.00
2025-06-20 11:59:13.970,1.0000,5.35,Surface,7.00
2025-06-20 11:59:13.986,1.0000,5.35,Surface,7.00
2025-06-20 11:59:14.010,1.0000,5.35,Surface,7.00
2025-06-20 11:59:14.051,1.0000,5.35,Surface,7.00
2025-06-20 11:59:14.057,1.0000,5.35,Surface,7.00
2025-06-20 11:59:14.083,1.0000,5.35,Surface,7.00
2025-06-20 11:59:14.098,1.0000,5.35,Surface,7.00
2025-06-20 11:59:14.129,1.0000,5.35,Surface,7.00
2025-06-20 11:59:14.145,1.0000,5.35,Surface,7.00
